,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
9424,53.0,female,Associate,34453.0,26,RENT,7000.0,DEBTCONSOLIDATION,6.0,0.2,26.0,609,Yes,0
9425,59.0,female,Bachelor,66850.0,38,MORTGAGE,1000.0,PERSONAL,10.59,0.01,29.0,693,No,0
9426,66.0,male,Associate,48899.0,42,RENT,7000.0,EDUCATION,15.68,0.14,29.0,686,No,1
9427,51.0,male,Associate,66734.0,29,MORTGAGE,16750.0,PERSONAL,15.2,0.25,21.0,675,No,0
9428,58.0,male,Associate,59833.0,33,MORTGAGE,7500.0,MEDICAL,13.55,0.13,24.0,581,No,1
9429,54.0,male,Associate,28403.0,31,RENT,7500.0,MEDICAL,11.89,0.26,22.0,549,No,1
9430,56.0,male,High School,78919.0,31,RENT,7700.0,DEBTCONSOLIDATION,5.42,0.1,24.0,659,No,0
9431,52.0,female,High School,63233.0,30,MORTGAGE,17000.0,MEDICAL,7.88,0.27,18.0,601,No,1
9432,73.0,male,Bachelor,90678.0,47,RENT,7800.0,MEDICAL,11.01,0.09,24.0,696,Yes,0
9433,51.0,female,Associate,34474.0,29,RENT,8000.0,VENTURE,11.86,0.23,26.0,617,Yes,0
9434,52.0,male,High School,41628.0,28,RENT,8000.0,MEDICAL,9.25,0.19,25.0,613,Yes,0
9435,62.0,male,High School,73064.0,41,MORTGAGE,16000.0,PERSONAL,8.9,0.22,19.0,667,No,0
9436,70.0,male,High School,51635.0,50,RENT,8000.0,MEDICAL,9.63,0.15,24.0,657,No,0
9437,51.0,female,High School,72595.0,24,MORTGAGE,7500.0,PERSONAL,11.01,0.1,24.0,606,Yes,0
9438,60.0,female,Associate,73011.0,38,OWN,9000.0,PERSONAL,13.8,0.12,27.0,676,Yes,0
9439,55.0,female,High School,61739.0,34,RENT,8000.0,PERSONAL,5.79,0.13,26.0,587,Yes,0
9440,66.0,female,Associate,65768.0,44,RENT,8000.0,MEDICAL,16.02,0.12,26.0,741,No,0
9441,51.0,male,High School,72922.0,29,MORTGAGE,8000.0,PERSONAL,13.48,0.11,23.0,579,Yes,0
9442,54.0,female,High School,25099.0,34,RENT,5000.0,DEBTCONSOLIDATION,11.01,0.2,19.0,685,Yes,0
9443,53.0,male,Associate,29526.0,32,RENT,5000.0,EDUCATION,14.42,0.17,27.0,670,No,1
9444,52.0,male,Bachelor,31111.0,30,RENT,5000.0,MEDICAL,12.61,0.16,22.0,678,No,1
9445,55.0,male,Associate,74199.0,35,MORTGAGE,8500.0,PERSONAL,6.76,0.11,20.0,670,No,0
9446,51.0,male,High School,75661.0,26,RENT,8000.0,VENTURE,11.01,0.11,30.0,698,Yes,0
9447,57.0,female,Associate,78215.0,32,RENT,8000.0,VENTURE,8.9,0.1,19.0,673,Yes,0
9448,52.0,female,High School,100980.0,33,RENT,8000.0,DEBTCONSOLIDATION,15.96,0.08,30.0,634,No,0
9450,57.0,male,Bachelor,75405.0,33,MORTGAGE,2000.0,PERSONAL,13.72,0.03,24.0,729,Yes,0
9451,51.0,female,Associate,55516.0,30,RENT,8400.0,MEDICAL,13.11,0.15,18.0,658,No,0
9452,62.0,female,Bachelor,62703.0,38,RENT,8525.0,PERSONAL,6.54,0.14,24.0,577,Yes,0
9453,56.0,female,Associate,39886.0,32,RENT,8575.0,MEDICAL,7.51,0.21,18.0,694,Yes,0
9454,54.0,male,High School,78879.0,29,MORTGAGE,9600.0,PERSONAL,15.99,0.12,20.0,650,Yes,0
9455,51.0,male,Bachelor,63741.0,29,RENT,9200.0,VENTURE,13.61,0.14,24.0,712,No,0
9456,53.0,male,Bachelor,66909.0,30,RENT,9500.0,HOMEIMPROVEMENT,5.42,0.14,26.0,644,Yes,0
9457,59.0,male,High School,51274.0,37,RENT,9600.0,PERSONAL,7.66,0.19,19.0,711,No,0
9458,51.0,female,Bachelor,82135.0,25,MORTGAGE,15000.0,PERSONAL,13.11,0.18,27.0,669,Yes,0
9459,58.0,male,Doctorate,82698.0,34,MORTGAGE,8000.0,PERSONAL,10.99,0.1,29.0,695,No,0
9460,51.0,male,Bachelor,44388.0,31,RENT,10000.0,MEDICAL,15.65,0.23,30.0,698,Yes,0
9461,52.0,male,High School,85005.0,33,OWN,12000.0,PERSONAL,11.11,0.14,22.0,645,Yes,0
9462,56.0,male,Bachelor,84905.0,37,MORTGAGE,2500.0,PERSONAL,5.99,0.03,23.0,726,Yes,0
9463,53.0,male,Doctorate,52724.0,30,RENT,10000.0,VENTURE,9.88,0.19,30.0,693,Yes,0
9464,56.0,female,Associate,85147.0,32,MORTGAGE,15000.0,PERSONAL,10.38,0.18,20.0,626,Yes,0
9465,65.0,male,High School,55802.0,41,RENT,10000.0,PERSONAL,11.01,0.18,29.0,659,No,0
9466,61.0,male,High School,14174.0,38,RENT,4000.0,PERSONAL,12.21,0.28,25.0,633,No,1
9467,56.0,male,Bachelor,87228.0,35,OWN,7425.0,PERSONAL,9.99,0.09,22.0,628,Yes,0
9468,60.0,male,Associate,87299.0,39,OWN,10000.0,PERSONAL,10.59,0.11,24.0,637,Yes,0
9469,51.0,male,High School,88355.0,30,MORTGAGE,5700.0,PERSONAL,7.66,0.06,28.0,691,Yes,0
9470,56.0,male,Associate,72214.0,31,RENT,10000.0,DEBTCONSOLIDATION,13.61,0.14,20.0,681,Yes,0
9471,53.0,male,High School,66067.0,28,RENT,10000.0,MEDICAL,14.59,0.15,27.0,646,No,1
9472,51.0,male,Master,90677.0,28,MORTGAGE,3000.0,PERSONAL,13.49,0.03,18.0,713,No,0
9473,64.0,male,Bachelor,68127.0,44,RENT,10000.0,DEBTCONSOLIDATION,16.82,0.15,18.0,690,No,1
9474,55.0,male,High School,90949.0,31,MORTGAGE,7700.0,PERSONAL,14.84,0.08,18.0,626,Yes,0
9475,55.0,male,Associate,90685.0,32,MORTGAGE,10000.0,PERSONAL,7.51,0.11,20.0,687,No,0
9476,53.0,male,Associate,91228.0,31,MORTGAGE,10000.0,PERSONAL,8.94,0.11,19.0,641,Yes,0
9477,61.0,female,Bachelor,108960.0,38,RENT,10000.0,MEDICAL,5.79,0.09,20.0,702,Yes,0
9478,51.0,female,Master,93491.0,29,MORTGAGE,15000.0,PERSONAL,9.99,0.16,20.0,690,Yes,0
9479,52.0,female,Associate,44152.0,27,RENT,11200.0,DEBTCONSOLIDATION,12.18,0.25,29.0,638,No,1
9480,62.0,female,Associate,75378.0,40,MORTGAGE,25000.0,MEDICAL,13.43,0.33,28.0,666,No,1
9481,54.0,male,Associate,97013.0,30,MORTGAGE,1800.0,PERSONAL,9.88,0.02,21.0,617,No,0
9482,53.0,male,Master,97028.0,33,OWN,15000.0,PERSONAL,6.62,0.15,24.0,734,No,0
9483,55.0,female,Associate,41815.0,33,RENT,12000.0,DEBTCONSOLIDATION,6.92,0.29,30.0,592,No,1
9484,66.0,male,Associate,99448.0,43,MORTGAGE,28000.0,PERSONAL,7.9,0.28,20.0,711,No,0
9485,64.0,male,High School,29576.0,41,RENT,3000.0,MEDICAL,6.99,0.1,21.0,708,No,0
9486,59.0,male,High School,101675.0,37,MORTGAGE,12000.0,PERSONAL,11.86,0.12,18.0,565,Yes,0
9487,55.0,female,High School,94871.0,32,MORTGAGE,8000.0,DEBTCONSOLIDATION,11.01,0.08,29.0,649,No,1
9488,51.0,male,High School,82385.0,27,RENT,12000.0,PERSONAL,16.77,0.15,28.0,697,No,0
9489,61.0,male,High School,103346.0,40,MORTGAGE,9000.0,PERSONAL,9.99,0.09,22.0,699,Yes,0
9490,58.0,male,High School,103342.0,35,MORTGAGE,8000.0,PERSONAL,11.49,0.08,28.0,625,No,0
9491,51.0,male,Doctorate,96895.0,28,RENT,12000.0,HOMEIMPROVEMENT,12.69,0.12,23.0,720,Yes,0
9492,51.0,male,High School,101907.0,28,RENT,12000.0,HOMEIMPROVEMENT,7.49,0.12,23.0,674,Yes,0
9493,64.0,male,Bachelor,105270.0,43,MORTGAGE,15000.0,PERSONAL,7.51,0.14,27.0,681,Yes,0
9494,60.0,male,Master,106501.0,41,OWN,6000.0,PERSONAL,11.01,0.06,18.0,709,Yes,0
9495,58.0,male,Bachelor,121416.0,35,RENT,12000.0,EDUCATION,8.9,0.1,30.0,744,Yes,0
9496,53.0,male,Bachelor,126993.0,29,RENT,12000.0,EDUCATION,6.91,0.09,23.0,614,Yes,0
9497,63.0,male,High School,2139143.0,43,RENT,12025.0,EDUCATION,14.27,0.01,30.0,724,No,0
9498,61.0,male,High School,94360.0,39,MORTGAGE,8525.0,PERSONAL,14.54,0.09,27.0,673,No,1
9499,56.0,female,High School,108575.0,32,MORTGAGE,7200.0,PERSONAL,6.17,0.07,21.0,683,Yes,0
9500,55.0,female,Associate,110547.0,34,MORTGAGE,10000.0,PERSONAL,6.62,0.09,28.0,686,No,0
9501,53.0,female,Associate,111599.0,31,MORTGAGE,15000.0,PERSONAL,11.12,0.13,22.0,682,No,0
9502,62.0,male,Master,21156.0,40,RENT,2500.0,VENTURE,6.91,0.12,24.0,704,No,0
9503,65.0,male,High School,112569.0,45,MORTGAGE,25000.0,PERSONAL,9.99,0.22,27.0,689,Yes,0
9504,55.0,female,High School,113672.0,34,MORTGAGE,4000.0,PERSONAL,6.62,0.04,26.0,681,No,0
9505,51.0,female,Associate,114696.0,28,MORTGAGE,5000.0,PERSONAL,11.01,0.04,30.0,646,Yes,0
9507,54.0,female,High School,115179.0,34,MORTGAGE,6500.0,PERSONAL,10.65,0.06,26.0,647,Yes,0
9508,53.0,female,Associate,115026.0,31,OWN,6000.0,PERSONAL,5.42,0.05,30.0,609,Yes,0
9509,56.0,female,High School,115308.0,34,MORTGAGE,12000.0,PERSONAL,11.58,0.1,20.0,637,Yes,0
9510,55.0,male,Associate,117412.0,34,MORTGAGE,17000.0,PERSONAL,11.01,0.14,30.0,567,Yes,0
9511,54.0,male,Bachelor,118629.0,34,MORTGAGE,10000.0,PERSONAL,13.23,0.08,20.0,629,No,0
9512,58.0,female,High School,120577.0,40,MORTGAGE,6000.0,PERSONAL,5.42,0.05,19.0,699,No,0
9513,52.0,male,Associate,120827.0,27,OWN,10000.0,PERSONAL,9.88,0.08,25.0,695,No,0
9514,63.0,male,Bachelor,128089.0,43,MORTGAGE,11500.0,PERSONAL,12.98,0.09,23.0,682,No,0
9515,53.0,male,Bachelor,128167.0,28,MORTGAGE,20000.0,PERSONAL,9.88,0.16,23.0,626,Yes,0
9516,52.0,male,Associate,35799.0,30,OWN,7000.0,PERSONAL,7.49,0.2,20.0,641,No,0
9517,55.0,male,Bachelor,35692.0,31,OWN,5000.0,PERSONAL,15.33,0.14,22.0,594,No,0
9518,57.0,male,High School,49042.0,34,RENT,15000.0,DEBTCONSOLIDATION,8.9,0.31,20.0,614,No,1
9519,51.0,female,Master,139930.0,31,MORTGAGE,12000.0,PERSONAL,7.88,0.09,29.0,676,Yes,0
9520,52.0,male,Doctorate,140486.0,28,MORTGAGE,12800.0,PERSONAL,9.99,0.09,23.0,689,No,0
9521,73.0,male,Associate,47877.0,48,RENT,1800.0,MEDICAL,12.53,0.04,21.0,684,No,0
9523,64.0,male,High School,143858.0,44,MORTGAGE,5000.0,PERSONAL,8.0,0.03,22.0,698,No,0
9524,51.0,male,Associate,144986.0,27,MORTGAGE,30000.0,PERSONAL,7.9,0.21,22.0,640,Yes,0
9525,54.0,male,Associate,144593.0,30,MORTGAGE,17625.0,PERSONAL,7.49,0.12,20.0,643,Yes,0
9526,64.0,male,Associate,145028.0,44,MORTGAGE,20000.0,PERSONAL,11.11,0.14,25.0,644,Yes,0
9527,69.0,male,Associate,144883.0,43,MORTGAGE,20000.0,PERSONAL,14.84,0.14,27.0,673,Yes,0
9528,65.0,male,Doctorate,144872.0,42,MORTGAGE,12000.0,PERSONAL,11.48,0.08,21.0,719,No,0
9529,55.0,male,Master,148602.0,29,MORTGAGE,10000.0,PERSONAL,10.99,0.07,26.0,658,No,0
9530,54.0,female,High School,151284.0,32,MORTGAGE,12000.0,PERSONAL,6.62,0.08,24.0,688,No,0
9531,55.0,male,High School,150774.0,32,MORTGAGE,8400.0,PERSONAL,9.63,0.06,18.0,697,No,0
9532,70.0,male,Associate,159291.0,49,MORTGAGE,14000.0,PERSONAL,11.01,0.09,24.0,640,Yes,0
9533,54.0,female,High School,155859.0,36,MORTGAGE,9000.0,EDUCATION,11.49,0.06,18.0,707,No,1
9534,76.0,female,Bachelor,90934.0,58,RENT,15000.0,MEDICAL,8.94,0.16,25.0,737,No,0
9535,65.0,male,High School,160380.0,42,MORTGAGE,18000.0,DEBTCONSOLIDATION,11.01,0.11,25.0,675,No,1
9536,60.0,male,Doctorate,181016.0,37,MORTGAGE,10000.0,PERSONAL,5.79,0.06,18.0,696,No,0
9537,56.0,male,High School,180925.0,34,MORTGAGE,15000.0,PERSONAL,11.48,0.08,28.0,682,Yes,0
9538,54.0,male,Doctorate,186116.0,32,MORTGAGE,12000.0,PERSONAL,12.69,0.06,26.0,732,Yes,0
9539,61.0,male,High School,178312.0,35,MORTGAGE,24000.0,DEBTCONSOLIDATION,10.38,0.13,20.0,720,No,1
9540,54.0,female,Associate,204802.0,31,MORTGAGE,11000.0,PERSONAL,6.62,0.05,20.0,650,No,0
9541,52.0,male,Associate,196732.0,27,MORTGAGE,25000.0,PERSONAL,14.11,0.13,30.0,630,No,1
9542,67.0,male,Associate,241126.0,45,MORTGAGE,3000.0,PERSONAL,10.28,0.01,26.0,708,No,0
9543,52.0,male,High School,864746.0,28,MORTGAGE,7925.0,PERSONAL,8.94,0.01,30.0,702,Yes,0
9545,60.0,male,Associate,12247.0,40,RENT,2800.0,DEBTCONSOLIDATION,10.99,0.23,28.0,713,No,1
9546,60.0,female,High School,2280980.0,37,MORTGAGE,1500.0,PERSONAL,11.01,0.0,21.0,682,Yes,0
9547,53.0,male,High School,8000.0,30,OWN,1400.0,VENTURE,11.01,0.18,28.0,632,No,1
9548,54.0,female,Associate,35824.0,31,MORTGAGE,2500.0,PERSONAL,11.71,0.07,28.0,626,Yes,0
9549,53.0,male,Master,56040.0,29,OWN,4925.0,PERSONAL,11.71,0.09,23.0,641,No,0
9550,56.0,male,High School,87279.0,32,OWN,7425.0,PERSONAL,9.99,0.09,24.0,693,Yes,0
9551,58.0,male,Associate,936815.0,37,MORTGAGE,4500.0,PERSONAL,6.91,0.0,19.0,658,No,0
9552,65.0,male,High School,55823.0,46,RENT,10000.0,EDUCATION,11.01,0.18,19.0,738,No,0
9553,54.0,male,Doctorate,25180.0,32,RENT,5000.0,MEDICAL,11.01,0.2,28.0,661,Yes,0
9554,60.0,male,High School,118493.0,39,RENT,15000.0,HOMEIMPROVEMENT,16.29,0.13,29.0,637,No,1
9555,51.0,male,High School,97320.0,28,RENT,18000.0,HOMEIMPROVEMENT,18.78,0.18,20.0,634,Yes,0
9556,55.0,female,High School,61229.0,32,RENT,20000.0,DEBTCONSOLIDATION,7.51,0.33,28.0,705,No,1
9557,69.0,male,Bachelor,29668.0,45,RENT,6000.0,MEDICAL,6.62,0.2,23.0,724,No,0
9558,56.0,male,Associate,84787.0,32,MORTGAGE,15000.0,PERSONAL,10.38,0.18,24.0,592,No,0
9559,51.0,male,Associate,70414.0,28,RENT,1500.0,MEDICAL,19.03,0.02,24.0,731,No,1
9560,57.0,male,High School,94019.0,35,RENT,6625.0,PERSONAL,7.66,0.07,27.0,670,Yes,0
9561,54.0,male,Master,156093.0,29,MORTGAGE,9000.0,EDUCATION,11.49,0.06,24.0,548,No,1
9562,61.0,female,High School,192895.0,39,MORTGAGE,24000.0,PERSONAL,10.38,0.12,21.0,645,Yes,0
9563,52.0,male,Associate,86458.0,27,RENT,7000.0,EDUCATION,16.82,0.08,24.0,732,No,1
9564,53.0,female,High School,54806.0,31,RENT,5600.0,PERSONAL,13.79,0.1,28.0,605,Yes,0
9565,57.0,male,Bachelor,49067.0,34,RENT,15000.0,MEDICAL,8.9,0.31,21.0,741,No,1
9566,52.0,male,Master,37117.0,28,RENT,5000.0,VENTURE,12.73,0.13,18.0,656,Yes,0
9567,53.0,male,High School,102906.0,28,RENT,8000.0,PERSONAL,7.74,0.08,26.0,686,Yes,0
9569,51.0,female,Associate,73207.0,29,MORTGAGE,7500.0,PERSONAL,11.01,0.1,23.0,720,Yes,0
9570,58.0,male,Master,87630.0,35,RENT,4500.0,HOMEIMPROVEMENT,11.01,0.05,23.0,725,No,0
9571,60.0,male,High School,55676.0,39,RENT,20000.0,VENTURE,10.0,0.36,26.0,634,No,1
9572,52.0,female,High School,63273.0,31,OWN,9600.0,PERSONAL,8.49,0.15,22.0,673,Yes,0
9573,56.0,male,High School,108901.0,34,MORTGAGE,7200.0,PERSONAL,6.17,0.07,19.0,720,Yes,0
9574,52.0,male,Associate,79606.0,32,RENT,20000.0,PERSONAL,15.58,0.25,19.0,684,No,1
9575,52.0,male,High School,78289.0,26,RENT,5000.0,EDUCATION,11.26,0.06,20.0,660,No,0
9576,57.0,male,Associate,64751.0,34,MORTGAGE,5800.0,PERSONAL,13.16,0.09,30.0,746,Yes,0
9577,54.0,female,High School,144821.0,29,MORTGAGE,17625.0,PERSONAL,7.49,0.12,19.0,698,Yes,0
9578,65.0,male,High School,91852.0,45,RENT,35000.0,HOMEIMPROVEMENT,10.99,0.38,28.0,686,No,1
9579,56.0,male,Bachelor,181143.0,34,MORTGAGE,15000.0,PERSONAL,11.48,0.08,26.0,587,Yes,0
9580,66.0,male,Bachelor,51470.0,44,RENT,6475.0,MEDICAL,9.99,0.13,30.0,600,Yes,0
9581,36.0,female,High School,98609.0,13,RENT,6000.0,VENTURE,12.48,0.06,17.0,544,No,0
9582,21.0,male,High School,144907.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.36,0.07,3.0,555,Yes,0
9583,26.0,male,High School,271215.0,5,MORTGAGE,25000.0,VENTURE,10.89,0.09,3.0,656,Yes,0
9584,31.0,male,Master,35855.0,9,OWN,2000.0,MEDICAL,8.88,0.06,7.0,549,No,0
9585,36.0,female,Bachelor,78899.0,17,RENT,8000.0,PERSONAL,11.65,0.1,10.0,673,Yes,0
9586,31.0,male,High School,64635.0,6,RENT,12000.0,VENTURE,7.61,0.19,5.0,596,No,0
9587,28.0,male,Bachelor,46523.0,6,RENT,10750.0,VENTURE,10.75,0.23,9.0,717,Yes,0
9588,26.0,male,High School,123502.0,3,MORTGAGE,11439.0,EDUCATION,7.16,0.09,4.0,559,Yes,0
9589,25.0,female,Associate,36811.0,2,MORTGAGE,3000.0,DEBTCONSOLIDATION,11.13,0.08,4.0,601,Yes,0
9590,27.0,male,Associate,58558.0,5,MORTGAGE,10000.0,EDUCATION,6.0,0.17,5.0,690,No,0
9591,23.0,male,Master,79152.0,5,MORTGAGE,7000.0,MEDICAL,8.1,0.09,4.0,670,No,0
9592,28.0,male,Bachelor,56191.0,1,RENT,7500.0,VENTURE,13.1,0.13,6.0,634,Yes,0
9593,30.0,female,High School,58526.0,6,RENT,10000.0,MEDICAL,11.9,0.17,9.0,644,Yes,0
9594,52.0,female,Master,838950.0,30,MORTGAGE,8794.0,DEBTCONSOLIDATION,11.05,0.01,27.0,684,Yes,0
9595,25.0,female,High School,84785.0,1,RENT,10000.0,EDUCATION,9.76,0.12,3.0,650,Yes,0
9596,26.0,female,High School,174979.0,5,MORTGAGE,25000.0,EDUCATION,11.28,0.14,5.0,607,Yes,0
9597,24.0,female,Associate,33292.0,1,OWN,4856.0,DEBTCONSOLIDATION,13.25,0.15,4.0,638,Yes,0
9598,22.0,male,Associate,54995.0,0,RENT,10000.0,EDUCATION,10.91,0.18,3.0,686,Yes,0
9599,26.0,male,High School,46663.0,7,MORTGAGE,15000.0,MEDICAL,15.32,0.32,3.0,633,No,0
9600,23.0,female,Bachelor,90987.0,0,RENT,6000.0,PERSONAL,6.03,0.07,4.0,587,Yes,0
9601,24.0,male,Bachelor,161159.0,2,MORTGAGE,24272.0,PERSONAL,10.84,0.15,4.0,646,Yes,0
9602,28.0,female,High School,84355.0,9,MORTGAGE,15000.0,EDUCATION,12.57,0.18,5.0,597,Yes,0
9603,25.0,male,High School,97020.0,2,MORTGAGE,18000.0,EDUCATION,5.79,0.19,3.0,636,No,0
9604,24.0,male,Associate,88858.0,3,MORTGAGE,7000.0,VENTURE,6.99,0.08,4.0,629,Yes,0
9605,44.0,male,Bachelor,75188.0,22,RENT,11022.0,DEBTCONSOLIDATION,8.35,0.15,16.0,712,No,0
9606,24.0,male,High School,121006.0,0,MORTGAGE,25000.0,VENTURE,11.6,0.21,4.0,667,No,0
9608,33.0,female,Associate,127880.0,9,MORTGAGE,15000.0,DEBTCONSOLIDATION,11.9,0.12,8.0,663,Yes,0
9609,27.0,male,High School,143486.0,4,MORTGAGE,15000.0,HOMEIMPROVEMENT,11.29,0.1,5.0,657,Yes,0
9610,27.0,male,Master,48793.0,5,RENT,6000.0,MEDICAL,10.86,0.12,5.0,609,Yes,0
9611,27.0,female,High School,119455.0,7,MORTGAGE,4990.0,PERSONAL,11.46,0.04,3.0,666,No,0
9612,27.0,female,Associate,64121.0,3,MORTGAGE,4800.0,EDUCATION,15.64,0.07,8.0,700,Yes,0
9613,23.0,female,Associate,67267.0,5,MORTGAGE,2051.0,EDUCATION,11.25,0.03,3.0,652,Yes,0
9614,26.0,female,Associate,34102.0,2,RENT,3555.0,VENTURE,8.48,0.1,8.0,563,Yes,0
9615,30.0,male,Associate,84835.0,6,RENT,7200.0,HOMEIMPROVEMENT,11.12,0.08,6.0,674,Yes,0
9616,34.0,female,Master,168750.0,10,MORTGAGE,12000.0,HOMEIMPROVEMENT,14.84,0.07,10.0,645,Yes,0
9617,22.0,female,Associate,26352.0,0,RENT,6129.0,VENTURE,14.54,0.23,3.0,657,Yes,0
9618,28.0,female,Master,188075.0,7,MORTGAGE,5309.0,HOMEIMPROVEMENT,6.73,0.03,9.0,720,No,0
9619,35.0,female,Master,108886.0,10,MORTGAGE,4000.0,DEBTCONSOLIDATION,8.42,0.04,14.0,622,No,0
9620,26.0,female,Associate,130484.0,5,MORTGAGE,8925.0,EDUCATION,7.74,0.07,3.0,530,Yes,0
9621,22.0,female,Bachelor,107554.0,0,MORTGAGE,16171.0,VENTURE,12.61,0.15,4.0,705,Yes,0
9622,36.0,male,Bachelor,145182.0,12,RENT,24250.0,PERSONAL,11.96,0.17,11.0,619,Yes,0
9623,30.0,male,Bachelor,157100.0,8,MORTGAGE,8509.0,MEDICAL,12.27,0.05,5.0,625,Yes,0
9625,27.0,female,Bachelor,70451.0,6,RENT,6971.0,VENTURE,10.01,0.1,8.0,700,No,0
9626,22.0,male,High School,74976.0,0,MORTGAGE,5000.0,VENTURE,8.28,0.07,4.0,661,Yes,0
9627,33.0,female,Bachelor,71887.0,8,MORTGAGE,11000.0,VENTURE,10.93,0.15,13.0,646,Yes,0
9628,22.0,male,Bachelor,61213.0,0,MORTGAGE,7800.0,PERSONAL,6.62,0.13,3.0,664,Yes,0
9629,26.0,male,High School,136663.0,2,OWN,3160.0,VENTURE,11.01,0.02,3.0,598,Yes,0
9630,27.0,male,Associate,43262.0,4,RENT,3000.0,EDUCATION,11.01,0.07,7.0,654,No,0
9631,27.0,male,Bachelor,274614.0,3,MORTGAGE,6022.0,DEBTCONSOLIDATION,7.15,0.02,6.0,640,Yes,0
9632,35.0,male,Bachelor,60864.0,14,MORTGAGE,4000.0,MEDICAL,8.69,0.07,9.0,643,Yes,0
9633,27.0,male,High School,91093.0,3,RENT,10390.0,MEDICAL,11.74,0.11,8.0,666,Yes,0
9634,31.0,female,Master,345369.0,7,MORTGAGE,25000.0,EDUCATION,16.09,0.07,10.0,623,Yes,0
9635,31.0,male,Associate,107464.0,3,RENT,1409.0,EDUCATION,11.01,0.01,10.0,601,Yes,0
9636,24.0,male,Associate,121082.0,0,MORTGAGE,4144.0,EDUCATION,10.66,0.03,3.0,672,Yes,0
9637,30.0,female,Master,108831.0,8,RENT,10000.0,EDUCATION,14.2,0.09,10.0,720,No,0
9638,42.0,male,Associate,87590.0,19,RENT,8000.0,EDUCATION,7.17,0.09,17.0,680,No,0
9639,29.0,male,Master,94182.0,6,RENT,9005.0,DEBTCONSOLIDATION,12.29,0.1,6.0,698,Yes,0
9640,33.0,male,Bachelor,68257.0,8,MORTGAGE,16000.0,EDUCATION,6.37,0.23,8.0,587,Yes,0
9641,23.0,female,High School,44190.0,1,RENT,6000.0,EDUCATION,9.45,0.14,3.0,589,No,0
9642,28.0,female,High School,44294.0,8,MORTGAGE,22230.0,VENTURE,14.08,0.5,5.0,610,No,0
9643,27.0,male,High School,42871.0,4,RENT,1800.0,MEDICAL,6.22,0.04,4.0,595,Yes,0
9644,26.0,male,High School,300817.0,1,MORTGAGE,9257.0,EDUCATION,9.04,0.03,6.0,541,Yes,0
9645,28.0,male,High School,41276.0,1,MORTGAGE,3000.0,MEDICAL,9.61,0.07,8.0,650,No,0
9646,30.0,male,Bachelor,89657.0,8,MORTGAGE,1200.0,HOMEIMPROVEMENT,9.25,0.01,7.0,631,No,0
9647,28.0,male,High School,113725.0,6,MORTGAGE,3679.0,MEDICAL,7.36,0.03,8.0,578,Yes,0
9648,24.0,male,High School,61128.0,3,MORTGAGE,6000.0,PERSONAL,5.98,0.1,4.0,593,Yes,0
9649,26.0,male,Associate,97093.0,1,MORTGAGE,16000.0,EDUCATION,7.3,0.16,5.0,672,No,0
9650,36.0,male,High School,49014.0,15,MORTGAGE,10000.0,MEDICAL,10.88,0.2,13.0,692,Yes,0
9651,38.0,male,Master,169200.0,15,MORTGAGE,25000.0,VENTURE,10.15,0.15,12.0,736,No,0
9652,42.0,male,Associate,87300.0,18,MORTGAGE,14892.0,MEDICAL,6.22,0.17,10.0,673,No,0
9653,37.0,female,High School,78923.0,14,MORTGAGE,11022.0,HOMEIMPROVEMENT,9.69,0.14,15.0,595,Yes,0
9654,28.0,female,High School,61025.0,5,OWN,9772.0,PERSONAL,10.14,0.16,6.0,687,No,0
9655,40.0,male,Bachelor,174983.0,15,MORTGAGE,20605.0,DEBTCONSOLIDATION,9.98,0.12,16.0,610,No,0
9656,23.0,male,Associate,102998.0,3,MORTGAGE,15000.0,VENTURE,6.75,0.15,2.0,640,No,0
9657,28.0,male,Bachelor,35860.0,5,RENT,1039.0,MEDICAL,8.65,0.03,6.0,651,No,0
9658,27.0,male,Bachelor,52740.0,5,RENT,9396.0,DEBTCONSOLIDATION,8.58,0.18,5.0,675,Yes,0
9659,30.0,female,Master,116176.0,9,MORTGAGE,6000.0,PERSONAL,5.42,0.05,7.0,653,Yes,0
9660,29.0,male,High School,162736.0,4,MORTGAGE,21581.0,VENTURE,10.67,0.13,7.0,656,Yes,0
9661,26.0,female,Bachelor,53613.0,5,MORTGAGE,10000.0,PERSONAL,8.82,0.19,6.0,547,Yes,0
9662,34.0,female,Master,76349.0,14,RENT,13200.0,DEBTCONSOLIDATION,9.25,0.17,9.0,685,Yes,0
9663,28.0,male,Associate,49991.0,9,RENT,9867.0,EDUCATION,9.4,0.2,9.0,555,No,0
9664,32.0,male,Associate,72638.0,10,MORTGAGE,12000.0,EDUCATION,6.58,0.17,11.0,584,Yes,0
9665,31.0,female,Associate,240461.0,7,RENT,5000.0,PERSONAL,9.14,0.02,9.0,642,Yes,0
9666,35.0,female,Bachelor,54928.0,13,RENT,5200.0,MEDICAL,13.08,0.09,10.0,683,Yes,0
9667,25.0,male,Associate,78671.0,0,RENT,5000.0,PERSONAL,7.97,0.06,5.0,576,Yes,0
9669,31.0,male,Bachelor,50101.0,6,RENT,4000.0,VENTURE,10.34,0.08,9.0,692,Yes,0
